Token	MaxSurprisal	MinSurprisal	ParamUpper	ParamLower	ParamXmid	ParamScale
bucket	16.7942581176758	10.751971244812	16.3460635654185	10.8346495587665	4.37392034919854	0.406993046992162
bug	16.6250343322754	13.0856437683105	15.7368276181183	13.1478850833914	4.66066631112806	0.34344100655042
build	15.1200466156006	9.70042896270752	15.2559116645016	9.71110758933292	4.3262278973537	0.447534243752265
bump	17.2217826843262	11.9396486282349	16.2757068225355	11.9623393560498	4.78215639077266	0.355496659553548
bunny	19.6360645294189	13.5025281906128	17.7464384369169	13.7038861232583	4.86999407231426	0.294032092758641
bus	16.4165058135986	9.90857028961182	15.8778282923846	9.87550938422004	4.22462135359281	0.52555286314569
but	14.9084634780884	3.65280747413635	18.6972209257852	3.68435703386147	2.85419810166138	0.540949941340539
butter	17.5606651306152	10.1201448440552	16.2363958522157	10.2676715323312	4.5647988256086	0.245627349261853
butterfly	17.3982429504395	12.8475704193115	16.2079345662691	13.0252976369789	4.71241032521132	0.338208452953825
buttocks	18.9539833068848	11.0607461929321	17.3691020184562	11.424179699317	4.50301188564741	0.289611234782819
button	14.8586311340332	6.39887762069702	14.9080696381458	6.20062021153291	4.54542695502656	0.411242421389382
buy	15.3714904785156	9.1111888885498	15.1230980628321	9.36471404398384	4.02852421634918	0.369331601387066
by	14.8264789581299	4.95248603820801	21.3013262463737	4.66165653809562	2.61450762137057	0.847294050438043
bye	18.014820098877	10.9879760742188	16.7352246113975	11.1629525724204	4.75718550526958	0.265572663638572
cake	16.797924041748	9.43290519714355	16.1171453465562	9.39148531987646	4.58059975475402	0.3859458992434
call	16.7124996185303	7.47716569900513	16.8330238669215	7.20630563839417	3.5721255729072	0.726477127096249
camera	17.3829917907715	9.68232154846191	16.5854383662494	9.28515488624029	4.27050359023002	0.622243023992465
camping	18.6279296875	13.5701923370361	17.3292506366337	13.7430894479053	4.79811204721026	0.266726314147715
can	14.8768558502197	4.66507959365845	17.2245403603184	4.59882400687504	3.07348134031597	0.573311690162746
candy	17.609016418457	12.1794872283936	16.4206254274016	12.1099308887759	4.60830266358513	0.421904243328408
car	16.7635726928711	6.72076320648193	17.208100884447	6.56983162601736	3.51859484036384	0.661499050702555
careful	15.7233066558838	7.37379550933838	15.0063149169816	7.54793344773157	4.26474093019509	0.336572417394078
carrots	19.233980178833	11.4657535552979	17.8211408969552	11.7910821654266	4.75677154874342	0.186035267527473
carry	17.3926315307617	9.55983352661133	16.1667565832785	9.67985533452731	3.95242337301285	0.4093714318214
cat	14.847092628479	11.0722799301147	14.5760822515969	11.0931694357837	4.22463594039618	0.474056167549781
catch	14.8389701843262	8.59248542785645	14.3435095479678	8.83976312071806	4.01374648389181	0.35812094527111
cereal	18.3732929229736	10.3471145629883	16.8451283139162	10.6604850606783	4.73524746643286	0.243484410340973
chair	16.3242950439453	4.54385566711426	15.4836488740843	4.56167771022058	3.97949285953084	0.444863633165486
chalk	17.9903774261475	14.4015512466431	14.7352006813329	15.6649042200618	2.9351520899134	0.0141358159984574
chase	15.8663272857666	12.2428579330444	15.4254519793333	11.9669795554659	4.35544739247586	0.729574576241115
cheek	14.8776884078979	4.2381706237793	14.4624929358544	4.42688046792049	4.09020643191256	0.347278108056994
cheese	17.0649471282959	8.66693305969238	16.2659016630898	8.76486692217271	4.53145033938313	0.322909625130812
chicken	16.2383041381836	11.0309524536133	15.5764486813849	10.9489116409752	4.66951115093151	0.367230662245452
child	15.7436552047729	7.71481084823608	15.206104694447	7.74488321591577	3.91234020834563	0.510603709098128
chin	14.8505220413208	6.47748947143555	14.6380848368669	6.64159776741011	4.03863202374762	0.427938129267312
chocolate	15.9698543548584	9.70442390441895	15.5558652108414	9.8259658899677	4.48108582665687	0.360058689587826
choo	21.1204128265381	14.3131284713745	14.9438665559088	16.8161531217299	2.77204943825815	0.0500015029668684
church	15.7762594223022	8.98293495178223	15.544820526755	8.79514392375972	4.14444031889287	0.573870198800054
circus	18.2441844940186	12.8953380584717	17.0869286619562	12.920455908927	4.63017309438091	0.437743028259574
clap	18.2826499938965	13.4281454086304	17.2274492429179	13.5394922296867	4.72711514008577	0.367199578114057
clean	15.7659749984741	10.2429552078247	15.6365063883326	9.89207970059892	4.14421858642812	0.680050041949436
climb	15.4050941467285	9.52414035797119	15.2820218638213	9.70875650439569	4.3040800550345	0.339085315910955
clock	16.1338310241699	8.76614093780518	15.6161084103118	8.47217090315738	4.49413376020254	0.518643482516262
close	14.8500728607178	7.67756462097168	15.4769578342118	6.89397736207419	3.67652148945897	0.983430297121857
closet	15.2632446289062	8.01502704620361	15.2944853451125	7.97244829181231	4.40141042842766	0.474511854545824
cloud	15.3340368270874	9.6802921295166	15.0961979616729	9.80555196322931	4.38029947300566	0.385125662833519
clown	17.9705619812012	12.9930334091187	17.0066687844487	13.0930685097666	4.69694931896498	0.337642595303374
coat	15.3330001831055	7.48050737380981	15.2816730898896	7.44835298312474	4.23821116761463	0.422405551792114
coffee	15.5739965438843	7.36304330825806	15.2992667095531	7.19957406320917	4.13154191164462	0.5052461429469
coke	17.4672584533691	9.98178100585938	16.5599250137724	10.0247746071697	4.73155186155874	0.292476407648867
cold	14.8203792572021	8.96698951721191	15.4557066060674	8.25652022209028	3.76332298255911	0.983245768310792
comb	17.5447368621826	13.4961576461792	16.5811176941598	13.6605404145714	4.75831665110218	0.29737044778995
cook	15.4743585586548	11.1104297637939	14.9984719572447	11.1520502131919	4.61288091107979	0.36489609891777
cookie	17.7566013336182	11.9087038040161	16.2362745656263	12.0676467976857	4.7781833138526	0.299269789787389
corn	16.7613563537598	12.6164789199829	15.7548131397158	12.704673769739	4.68475014818963	0.330272674377822
couch	20.3400096893311	5.08939647674561	18.0529093627736	5.33968809853488	3.87673499533306	0.368544020325866
could	14.8592052459717	4.22081661224365	18.0204057480233	4.07733352164921	2.98594500612991	0.644804619051001
country	15.0134706497192	7.99871015548706	15.318185342894	7.84803068524372	4.05723437464531	0.567883227979682
cover	15.1465339660645	9.92325019836426	15.5216784000782	9.60355652284847	4.10135048689137	0.713896548705529
cow	17.1051921844482	12.6742668151855	16.2401686116936	12.7095198894971	4.57588736738387	0.408194216496932
cowboy	16.8819141387939	12.0743989944458	16.0183601756779	12.3431249280591	4.65561456759603	0.304886322047778
cracker	20.5791625976562	14.1699047088623	18.571754151441	14.3815766226378	4.77297764387986	0.307339319583456
crayon	19.5843238830566	14.2195854187012	14.7945391997729	16.2012814819651	2.87967503556662	0.0456611179906061
crib	18.2665939331055	12.4093265533447	17.0506699359509	12.677580313726	4.6469687064458	0.3107130081207
cry	14.8725471496582	7.56802797317505	14.3052130178278	7.5848572787619	4.35295650239772	0.382275411418162
cup	15.8610153198242	6.65285491943359	14.985451830634	6.38875737440099	4.41181240167059	0.471843825745734
cut	14.910795211792	10.1317729949951	16.1811357331686	9.68153648758218	3.41438516349756	0.986990765688692
cute	16.4101886749268	10.5396127700806	15.8664542718997	10.6385157890094	4.3247073472266	0.392634059556197
daddy	16.7338924407959	11.5540647506714	15.9839106215957	11.6773666399514	4.242512986271	0.400355881698266
dance	15.372652053833	9.22216796875	15.4078987043433	8.90418108400351	4.39780157921854	0.623424569367149
dark	15.1537370681763	7.91244649887085	16.3580556772238	7.75046893851027	3.41451842584244	0.703766316181832
day	14.9243278503418	4.86080312728882	15.0098107395543	4.71314401814237	3.76478372577711	0.541038965066863
deer	16.9909477233887	12.1019191741943	16.1958376622537	12.1110567299972	4.63530383706684	0.424318125701496
diaper	18.3980522155762	12.5709867477417	17.2010902421187	12.5169565460939	4.92970421296428	0.338197025501744
did	14.8774833679199	6.0046181678772	21.4639819302651	5.79290075196041	2.46311780285118	0.867581001676278
dinner	16.0667400360107	7.7113823890686	14.9991381361856	7.57240357443438	4.27443354058206	0.48037327657556
dirty	14.9443550109863	11.1036558151245	14.4137706696861	11.1743068741057	4.53160202586464	0.369604918064713
dish	16.4761123657227	11.6909942626953	15.5070908721661	11.8586463564875	4.76155155778998	0.321634369538554
do	15.2050905227661	4.70218324661255	16.9009198371951	4.71576918802895	3.20107807516565	0.505029726927653
doctor	16.4930458068848	9.3918399810791	15.3598967750284	9.40589225733153	3.96390053552502	0.527779347861901
does	15.440357208252	7.07302093505859	14.9866894962897	7.16451999019796	3.83194224893338	0.392642450018028
dog	14.7866058349609	9.43272972106934	14.1979855180534	9.4497169835334	4.20343818555617	0.486296906921353
doll	16.7095756530762	10.355562210083	15.9345780943449	10.419074445198	4.65528672427437	0.309794426626386
donkey	18.4678573608398	13.4680490493774	16.652776840652	14.1307143683813	4.97854955052899	0.261702299116821
donut	19.8823471069336	13.6280288696289	13.8444043252671	17.6576225371084	4.86322638633865	-0.216396737761089
door	15.0716352462769	3.19868159294128	15.3191060983917	3.12883448733398	3.72330723310034	0.482985866843755
down	14.8940925598145	4.58814430236816	19.6243487386935	4.20315020093187	2.85434281801375	0.82655820395099
downtown	17.5452365875244	10.9554328918457	16.4402949499451	11.0677671227213	4.4714812732266	0.316295565796801
draw	14.9809837341309	9.90004348754883	14.9538883316597	10.0501707902992	4.2705935405574	0.336948023116537
drawer	16.0813045501709	6.11688709259033	14.8871516519896	6.34566221037291	4.58073350452379	0.302227401335086
dress	14.9148950576782	7.80831670761108	14.3747912075638	7.74284223873929	4.26634705259733	0.470829549300153
drink	16.0942783355713	7.35896444320679	15.4804965526722	7.28561574695091	4.12548045366753	0.480571235460621
drive	14.8809747695923	9.03955459594727	14.5467400565667	8.86944420216232	4.32922523149529	0.524464317767826
drop	14.8419332504272	9.56289863586426	14.4143650209982	9.708691220765	4.23976320974405	0.341731984671421
dry	14.8307456970215	9.82202434539795	14.6857805388818	9.82308527710873	4.42167305485214	0.415026544547035
dryer	18.6507339477539	10.0085363388062	17.3496581753484	9.56164289012309	5.05749438117253	0.346019877772058
duck	16.7908401489258	12.3080644607544	16.0564150566452	12.4218325399353	4.68119667313279	0.315509970799283
dump	18.0272350311279	12.9614486694336	16.42724330151	13.1100835811776	4.57587867659557	0.305185073468903
each	14.9032363891602	7.30019474029541	17.8040159492494	6.79045925856034	3.24884572671796	0.905482947089538
ear	17.2649040222168	3.9106707572937	16.4732420608094	3.84136344909137	4.01277844665602	0.452029254451872
eat	15.9663228988647	7.6841459274292	15.6824781726148	7.70811015080073	3.9460654881468	0.469442699350939
egg	18.3808059692383	11.9274244308472	16.7380221745695	11.9362618689364	4.42415505260615	0.416373763616068
elephant	17.8385391235352	12.4276742935181	16.7117388490328	12.7348441570013	4.51813097750756	0.29828050025287
empty	15.5920457839966	8.19593811035156	14.9575103766038	8.19133196025203	4.11359346292417	0.454719022871485
every	15.5099277496338	8.606520652771	22.0090652883482	8.07802095617761	2.29077248047561	1.1510092101553
eye	15.2925968170166	5.17729949951172	14.676877939283	4.97493306975116	4.24504497077086	0.474167132584763
face	14.8083190917969	3.87264394760132	15.65228229919	3.66232232235487	3.54202327101842	0.606136964300284
fall	14.9222602844238	8.12327766418457	14.6531710668663	8.02659180467351	4.18741449909647	0.490470887742117
farm	16.5827617645264	9.93220615386963	15.9296700009322	9.93148322454311	4.35149765144471	0.471125040094065
fast	14.8340377807617	8.04496479034424	14.6507307353259	7.91355457543838	4.1701255782593	0.519841875195816
feed	15.4040012359619	10.5565147399902	15.121835484134	10.6565016677768	4.35369164367619	0.409266271536945
find	15.1318798065186	5.81771898269653	15.1650409363139	5.90541089914535	3.59246004530598	0.482448170393833
fine	14.8610105514526	7.74683856964111	14.5159280153451	7.70705538336543	3.94635039817171	0.502677667846179
finger	14.8965663909912	5.3260350227356	14.6467456694832	5.33723093944378	4.10101702265318	0.423511060111866
finish	17.9111442565918	8.83338069915771	16.5553788059907	8.99509971096655	3.95005009698939	0.411494972066377
first	14.8243045806885	6.53395700454712	19.2091382191094	6.25365064101082	2.79832028911081	0.850159858431748
fish	18.0788249969482	11.1203517913818	16.3195545921237	11.0704682946621	4.09702198489714	0.508522199695087
fit	18.364818572998	9.67020511627197	17.2531561804306	9.24185025398734	4.07951514891462	0.713711765449795
fix	15.1955366134644	10.6894426345825	14.9826732391678	10.873382856612	4.14683833014826	0.331079724077783
flag	16.4358959197998	10.8688459396362	15.7453498124811	10.9210283631643	4.48870302193086	0.442389011847745
flower	16.2267951965332	11.4616947174072	15.1319622123946	11.6398459258347	4.54254575205277	0.34730759175045
food	14.8951597213745	8.02816200256348	15.1816027366156	7.3615903899314	4.23788028922025	0.724144358838124
foot	14.8413896560669	7.34626960754395	14.2045753461337	7.16435167987071	4.35386239553049	0.490367076019933
for	14.8887214660645	4.41641712188721	156753.486087703	4.01355328602981	-9.63470962800785	1.2210220293471
fork	17.1437511444092	9.2474308013916	16.4863152101463	8.97633992758688	4.47841405879367	0.529331122046043
french	14.860878944397	9.78357982635498	15.282142816239	9.44355164579991	4.09398238794625	0.727233500532532
friend	14.9027309417725	5.70584869384766	14.1913275791956	5.77643172345953	3.99703313770413	0.413700730785249
frog	18.0257873535156	14.0402746200562	16.9587994331885	14.2193013162425	4.62900304591023	0.349405184034472
full	17.6519012451172	9.17481517791748	17.2113867362275	9.08957217712006	3.47598056268555	0.669296581707393
game	15.3433322906494	6.80321407318115	15.6941261834795	6.15586613097075	3.97541491076192	0.771875083106988
garage	16.9431591033936	8.13389301300049	16.2051946393703	8.35726917003458	4.14637615852803	0.371281036164628
